날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2019-03-14 18,서울 중구,중구,111121,.004,.5,.036,.038,40,20
2019-03-14 19,서울 중구,중구,111121,.005,.5,.032,.044,37,18
2019-03-14 20,서울 중구,중구,111121,.005,.6,.021,.054,44,24
2019-03-14 21,서울 중구,중구,111121,.004,.6,.027,.047,55,29
2019-03-14 22,서울 중구,중구,111121,.004,.5,.04,.03,52,27
2019-03-14 23,서울 중구,중구,111121,.004,.5,.035,.032,55,27
2019-03-14 24,서울 중구,중구,111121,.004,.5,.037,.028,52,25
2019-03-15 01,서울 중구,중구,111121,.003,.5,.033,.029,60,30
2019-03-15 02,서울 중구,중구,111121,.003,.5,.034,.027,61,32
2019-03-15 03,서울 중구,중구,111121,.003,.5,.038,.023,65,33
2019-03-15 04,서울 중구,중구,111121,.003,.5,.035,.023,69,36
2019-03-15 05,서울 중구,중구,111121,.003,.5,.038,.021,72,41
2019-03-15 06,서울 중구,중구,111121,.003,.5,.035,.025,71,42
2019-03-15 07,서울 중구,중구,111121,.003,.5,.021,.042,71,42
2019-03-15 08,서울 중구,중구,111121,.003,.7,.007,.055,74,43
2019-03-15 09,서울 중구,중구,111121,.003,.7,.008,.055,77,45
2019-03-15 10,서울 중구,중구,111121,.003,.8,.012,.052,80,48
2019-03-15 11,서울 중구,중구,111121,.004,.7,.016,.051,79,47
2019-03-15 12,서울 중구,중구,111121,.004,.5,.024,.043,72,45
2019-03-15 13,서울 중구,중구,111121,.004,.5,.026,.042,71,44
2019-03-15 14,서울 중구,중구,111121,.004,.5,.034,.034,57,32
2019-03-15 15,서울 중구,중구,111121,.004,.5,.042,.026,39,19
2019-03-15 16,서울 중구,중구,111121,.004,.5,.037,.033,37,17
2019-03-15 17,서울 중구,중구,111121,.004,.5,.029,.042,42,19
2019-03-15 18,서울 중구,중구,111121,.002,.4,.042,.023,32,18
2019-03-15 19,서울 중구,중구,111121,.003,.4,.03,.034,18,8
2019-03-15 20,서울 중구,중구,111121,.003,.5,.017,.045,19,14
2019-03-15 21,서울 중구,중구,111121,.002,.4,.024,.037,21,15
2019-03-15 22,서울 중구,중구,111121,.002,.4,.026,.031,15,12
2019-03-15 23,서울 중구,중구,111121,.002,.4,.034,.024,16,11
2019-03-15 24,서울 중구,중구,111121,.003,.4,.031,.024,15,12
2019-03-16 01,서울 중구,중구,111121,.003,.4,.016,.036,20,13
2019-03-16 02,서울 중구,중구,111121,.003,.4,.018,.032,21,16
2019-03-16 03,서울 중구,중구,111121,.002,.4,.038,.015,24,18
2019-03-16 04,서울 중구,중구,111121,.002,.5,.023,.026,27,20
2019-03-16 05,서울 중구,중구,111121,.002,.4,.03,.019,32,22
2019-03-16 06,서울 중구,중구,111121,.002,.5,.018,.027,35,24
2019-03-16 07,서울 중구,중구,111121,.003,.6,.004,.042,37,26
2019-03-16 08,서울 중구,중구,111121,.002,.5,.009,.04,42,30
2019-03-16 09,서울 중구,중구,111121,.003,.6,.011,.036,48,34
2019-03-16 10,서울 중구,중구,111121,.003,.7,.014,.038,49,34
2019-03-16 11,서울 중구,중구,111121,.003,.6,.02,.033,50,34
2019-03-16 12,서울 중구,중구,111121,.003,.6,.021,.034,54,36
2019-03-16 13,서울 중구,중구,111121,.004,.5,.026,.034,58,36
2019-03-16 14,서울 중구,중구,111121,.004,.4,.043,.02,39,25
2019-03-16 15,서울 중구,중구,111121,.004,.4,.041,.023,36,23
