날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2020-04-08 05,서울 중구,중구,111121,.003,.4,.032,.012,35,17
2020-04-08 06,서울 중구,중구,111121,.003,.4,.026,.02,34,20
2020-04-08 07,서울 중구,중구,111121,.003,.4,.024,.021,37,20
2020-04-08 08,서울 중구,중구,111121,.003,.4,.027,.018,39,21
2020-04-08 09,서울 중구,중구,111121,.003,.4,.033,.012,43,25
2020-04-08 10,서울 중구,중구,111121,.003,.4,.034,.012,42,24
2020-04-08 11,서울 중구,중구,111121,.003,.3,.04,.009,40,21
2020-04-08 12,서울 중구,중구,111121,.002,.3,.042,.007,36,19
2020-04-08 13,서울 중구,중구,111121,.002,.3,.042,.007,33,21
2020-04-08 14,서울 중구,중구,111121,.003,.3,.043,.007,35,19
2020-04-08 15,서울 중구,중구,111121,.002,.3,.044,.006,37,20
2020-04-08 16,서울 중구,중구,111121,.003,.3,.043,.007,37,17
2020-04-08 17,서울 중구,중구,111121,,,,,,
2020-04-08 18,서울 중구,중구,111121,,,,,,
2020-04-08 19,서울 중구,중구,111121,.002,.3,.03,.01,,
2020-04-08 20,서울 중구,중구,111121,.002,.4,.029,.013,44,25
2020-04-08 21,서울 중구,중구,111121,.002,.4,.028,.013,42,23
2020-04-08 22,서울 중구,중구,111121,.002,.4,.026,.014,43,23
2020-04-08 23,서울 중구,중구,111121,.002,.4,.028,.013,44,25
2020-04-08 24,서울 중구,중구,111121,.003,.4,.029,.014,46,27
2020-04-09 01,서울 중구,중구,111121,.003,.4,.032,.013,45,32
2020-04-09 02,서울 중구,중구,111121,.003,.4,.035,.01,40,27
2020-04-09 03,서울 중구,중구,111121,.003,.4,.036,.008,36,27
2020-04-09 04,서울 중구,중구,111121,.002,.4,.035,.008,35,25
2020-04-09 05,서울 중구,중구,111121,.003,.4,.033,.009,36,24
2020-04-09 06,서울 중구,중구,111121,.002,.4,.029,.013,36,26
2020-04-09 07,서울 중구,중구,111121,.003,.4,.022,.02,39,27
2020-04-09 08,서울 중구,중구,111121,.002,.4,.023,.021,38,27
2020-04-09 09,서울 중구,중구,111121,.002,.4,.028,.012,38,28
2020-04-09 10,서울 중구,중구,111121,.003,.4,.028,.014,33,22
2020-04-09 11,서울 중구,중구,111121,.003,.4,.032,.01,34,25
2020-04-09 12,서울 중구,중구,111121,.003,.3,.038,.007,32,23
2020-04-09 13,서울 중구,중구,111121,.003,.3,.039,.008,32,22
2020-04-09 14,서울 중구,중구,111121,.003,.3,.04,.008,38,22
2020-04-09 15,서울 중구,중구,111121,.003,.4,.041,.008,41,22
2020-04-09 16,서울 중구,중구,111121,.003,.4,.039,.01,46,24
2020-04-09 17,서울 중구,중구,111121,.003,.4,.038,.015,46,26
2020-04-09 18,서울 중구,중구,111121,.003,.5,.037,.019,51,31
2020-04-09 19,서울 중구,중구,111121,.004,.5,.035,.02,53,33
2020-04-09 20,서울 중구,중구,111121,.003,.5,.03,.024,52,29
2020-04-09 21,서울 중구,중구,111121,.003,.5,.027,.027,47,28
2020-04-09 22,서울 중구,중구,111121,.003,.5,.022,.031,49,31
2020-04-09 23,서울 중구,중구,111121,.002,.5,.021,.033,47,33
2020-04-09 24,서울 중구,중구,111121,.002,.5,.019,.033,46,30
2020-04-10 01,서울 중구,중구,111121,.002,.5,.02,.029,45,30
2020-04-10 02,서울 중구,중구,111121,.003,.5,.022,.025,44,29
2020-04-10 03,서울 중구,중구,111121,.002,.5,.023,.022,43,27
2020-04-10 04,서울 중구,중구,111121,.003,.5,.018,.026,42,30
2020-04-10 05,서울 중구,중구,111121,.002,.5,.017,.027,43,31
2020-04-10 06,서울 중구,중구,111121,.003,.5,.014,.029,42,29
2020-04-10 07,서울 중구,중구,111121,.003,.5,.014,.029,43,29
2020-04-10 08,서울 중구,중구,111121,.003,.5,.014,.031,38,26
2020-04-10 09,서울 중구,중구,111121,.003,.4,.018,.027,35,26
2020-04-10 10,서울 중구,중구,111121,.002,.5,.019,.027,35,22
2020-04-10 11,서울 중구,중구,111121,.003,.4,.026,.021,33,24
2020-04-10 12,서울 중구,중구,111121,.002,.4,.031,.017,33,25
2020-04-10 13,서울 중구,중구,111121,.003,.4,.034,.018,35,26
2020-04-10 14,서울 중구,중구,111121,.002,.4,.035,.017,35,27
2020-04-10 15,서울 중구,중구,111121,.002,.4,.037,.015,30,24
2020-04-10 16,서울 중구,중구,111121,.003,.4,.037,.018,32,24
2020-04-10 17,서울 중구,중구,111121,.003,.4,.047,.02,46,31
2020-04-10 18,서울 중구,중구,111121,.003,.4,.048,.017,52,39
2020-04-10 19,서울 중구,중구,111121,.004,.4,.048,.02,44,33
2020-04-10 20,서울 중구,중구,111121,.003,.4,.039,.021,39,27
2020-04-10 21,서울 중구,중구,111121,.002,.4,.037,.02,27,19
2020-04-10 22,서울 중구,중구,111121,.003,.5,.03,.029,32,22
2020-04-10 23,서울 중구,중구,111121,.003,.6,.019,.042,41,26
2020-04-10 24,서울 중구,중구,111121,.002,.5,.017,.036,48,33
2020-04-11 01,서울 중구,중구,111121,.003,.5,.013,.036,37,30
2020-04-11 02,서울 중구,중구,111121,.003,.4,.019,.024,31,25
2020-04-11 03,서울 중구,중구,111121,.002,.4,.024,.018,27,22
2020-04-11 04,서울 중구,중구,111121,.002,.4,.024,.019,26,20
2020-04-11 05,서울 중구,중구,111121,.002,.4,.022,.02,25,19
2020-04-11 06,서울 중구,중구,111121,.002,.4,.022,.021,25,19
2020-04-11 07,서울 중구,중구,111121,.002,.4,.024,.02,27,17
2020-04-11 08,서울 중구,중구,111121,.003,.3,.021,.024,22,16
2020-04-11 09,서울 중구,중구,111121,.002,.4,.023,.024,26,16
2020-04-11 10,서울 중구,중구,111121,.003,.4,.019,.029,28,17
2020-04-11 11,서울 중구,중구,111121,.003,.4,.025,.026,31,23
2020-04-11 12,서울 중구,중구,111121,.003,.4,.031,.022,35,22
2020-04-11 13,서울 중구,중구,111121,.003,.4,.036,.02,36,26
2020-04-11 14,서울 중구,중구,111121,.004,.4,.038,.022,41,30
2020-04-11 15,서울 중구,중구,111121,.004,.4,.052,.017,41,33
2020-04-11 16,서울 중구,중구,111121,.004,.4,.042,.017,40,29
2020-04-11 17,서울 중구,중구,111121,.004,.5,.038,.018,40,27
2020-04-11 18,서울 중구,중구,111121,.003,.4,.034,.018,37,25
2020-04-11 19,서울 중구,중구,111121,.003,.4,.036,.017,38,26
2020-04-11 20,서울 중구,중구,111121,.002,.4,.032,.019,39,26
2020-04-11 21,서울 중구,중구,111121,.003,.4,.03,.019,38,24
2020-04-11 22,서울 중구,중구,111121,.002,.4,.029,.018,33,24
2020-04-11 23,서울 중구,중구,111121,.003,.4,.029,.018,31,22
2020-04-11 24,서울 중구,중구,111121,.003,.4,.029,.018,32,24
2020-04-12 01,서울 중구,중구,111121,.002,.4,.028,.016,31,23
2020-04-12 02,서울 중구,중구,111121,.002,.4,.028,.015,33,27
2020-04-12 03,서울 중구,중구,111121,.003,.4,.023,.017,34,26
2020-04-12 04,서울 중구,중구,111121,.002,.5,.017,.019,36,29
2020-04-12 05,서울 중구,중구,111121,.002,.5,.015,.021,39,35
2020-04-12 06,서울 중구,중구,111121,.002,.6,.008,.029,44,36
2020-04-12 07,서울 중구,중구,111121,.002,.6,.008,.03,50,40
2020-04-12 08,서울 중구,중구,111121,.003,.6,.014,.026,59,43
2020-04-12 09,서울 중구,중구,111121,.003,.5,.026,.019,49,38
2020-04-12 10,서울 중구,중구,111121,.003,.4,.032,.016,39,27
2020-04-12 11,서울 중구,중구,111121,.002,.3,.041,.01,29,20
2020-04-12 12,서울 중구,중구,111121,.002,.3,.043,.008,28,20
2020-04-12 13,서울 중구,중구,111121,.002,.3,.042,.008,24,21
2020-04-12 14,서울 중구,중구,111121,.002,.3,.042,.008,21,14
2020-04-12 15,서울 중구,중구,111121,.002,.3,.04,.009,23,13
2020-04-12 16,서울 중구,중구,111121,.002,.3,.04,.009,19,15
2020-04-12 17,서울 중구,중구,111121,.002,.3,.04,.009,18,13
2020-04-12 18,서울 중구,중구,111121,.002,.3,.038,.009,17,12
2020-04-12 19,서울 중구,중구,111121,.002,.3,.038,.01,16,14
2020-04-12 20,서울 중구,중구,111121,.002,.3,.036,.011,13,11
2020-04-12 21,서울 중구,중구,111121,.002,.3,.034,.011,11,6
2020-04-12 22,서울 중구,중구,111121,.002,.3,.034,.012,16,14
2020-04-12 23,서울 중구,중구,111121,.002,.3,.035,.01,21,21
2020-04-12 24,서울 중구,중구,111121,.002,.3,.034,.012,22,18
2020-04-13 01,서울 중구,중구,111121,.002,.3,.035,.008,18,14
2020-04-13 02,서울 중구,중구,111121,.002,.3,.037,.006,15,12
2020-04-13 03,서울 중구,중구,111121,.002,.3,.037,.005,13,10
2020-04-13 04,서울 중구,중구,111121,.002,.3,.036,.005,13,9
2020-04-13 05,서울 중구,중구,111121,.002,.2,.036,.005,12,9
2020-04-13 06,서울 중구,중구,111121,.002,.3,.033,.009,12,8
2020-04-13 07,서울 중구,중구,111121,.002,.3,.03,.012,11,8
2020-04-13 08,서울 중구,중구,111121,.002,.3,.024,.021,14,9
2020-04-13 09,서울 중구,중구,111121,.002,.3,.029,.018,15,12
2020-04-13 10,서울 중구,중구,111121,.002,.3,.033,.013,14,9
2020-04-13 11,서울 중구,중구,111121,.002,.3,.034,.012,17,11
2020-04-13 12,서울 중구,중구,111121,.002,.3,.037,.011,17,12
2020-04-13 13,서울 중구,중구,111121,.002,.3,.041,.008,17,12
2020-04-13 14,서울 중구,중구,111121,.002,.3,.041,.009,16,12
2020-04-13 15,서울 중구,중구,111121,.002,.3,.039,.01,17,12
2020-04-13 16,서울 중구,중구,111121,.002,.3,.042,.008,18,10
2020-04-13 17,서울 중구,중구,111121,.002,.3,.041,.009,14,6
2020-04-13 18,서울 중구,중구,111121,.002,.3,.042,.008,16,11
2020-04-13 19,서울 중구,중구,111121,.002,.3,.04,.01,20,19
2020-04-13 20,서울 중구,중구,111121,.002,.4,.028,.023,23,17
2020-04-13 21,서울 중구,중구,111121,.002,.4,.02,.034,35,22
2020-04-13 22,서울 중구,중구,111121,.003,.5,.014,.04,36,21
2020-04-13 23,서울 중구,중구,111121,.002,.5,.005,.053,38,22
2020-04-13 24,서울 중구,중구,111121,.003,.6,.002,.058,40,22
2020-04-14 01,서울 중구,중구,111121,.003,.7,.002,.054,43,24
2020-04-14 02,서울 중구,중구,111121,.003,.7,.002,.054,41,23
2020-04-14 03,서울 중구,중구,111121,.003,.5,.005,.045,43,24
2020-04-14 04,서울 중구,중구,111121,.003,.5,.004,.042,42,25
2020-04-14 05,서울 중구,중구,111121,.003,.5,.003,.042,40,27
2020-04-14 06,서울 중구,중구,111121,.003,.5,.003,.041,41,27
2020-04-14 07,서울 중구,중구,111121,.003,.6,.005,.043,40,26
2020-04-14 08,서울 중구,중구,111121,.003,.6,.01,.042,40,27
2020-04-14 09,서울 중구,중구,111121,.003,.7,.01,.045,45,29
2020-04-14 10,서울 중구,중구,111121,.004,.5,.025,.034,45,29
2020-04-14 11,서울 중구,중구,111121,.004,.5,.028,.034,49,34
2020-04-14 12,서울 중구,중구,111121,.003,.4,.039,.026,54,39
2020-04-14 13,서울 중구,중구,111121,.005,.5,.043,.023,46,34
2020-04-14 14,서울 중구,중구,111121,.003,.4,.048,.018,43,33
2020-04-14 15,서울 중구,중구,111121,.004,.4,.054,.019,46,33
2020-04-14 16,서울 중구,중구,111121,.004,.5,.057,.021,52,37
2020-04-14 17,서울 중구,중구,111121,.004,.4,.054,.021,49,35
2020-04-14 18,서울 중구,중구,111121,.004,.4,.054,.02,44,32
2020-04-14 19,서울 중구,중구,111121,.004,.4,.055,.021,46,34
2020-04-14 20,서울 중구,중구,111121,.004,.4,.055,.022,50,36
2020-04-14 21,서울 중구,중구,111121,.004,.5,.048,.026,55,37
2020-04-14 22,서울 중구,중구,111121,.004,.5,.045,.028,53,38
2020-04-14 23,서울 중구,중구,111121,.004,.5,.044,.029,56,39
2020-04-14 24,서울 중구,중구,111121,.003,.5,.039,.031,54,40
2020-04-15 01,서울 중구,중구,111121,.003,.5,.025,.041,58,46
2020-04-15 02,서울 중구,중구,111121,.003,.6,.016,.055,61,48
2020-04-15 03,서울 중구,중구,111121,.003,.6,.014,.052,60,51
2020-04-15 04,서울 중구,중구,111121,.003,.6,.026,.033,55,44
2020-04-15 05,서울 중구,중구,111121,.003,.5,.025,.033,50,42
2020-04-15 06,서울 중구,중구,111121,.003,.6,.014,.043,51,41
2020-04-15 07,서울 중구,중구,111121,.003,.6,.011,.048,53,44
2020-04-15 08,서울 중구,중구,111121,.003,.7,.011,.052,54,43
2020-04-15 09,서울 중구,중구,111121,.004,.7,.014,.057,61,48
2020-04-15 10,서울 중구,중구,111121,.004,.7,.027,.05,63,46
2020-04-15 11,서울 중구,중구,111121,.004,.5,.038,.043,66,51
2020-04-15 12,서울 중구,중구,111121,.004,.5,.059,.024,65,48
2020-04-15 13,서울 중구,중구,111121,.004,.5,.063,.019,74,49
2020-04-15 14,서울 중구,중구,111121,.004,.5,.068,.014,64,43
2020-04-15 15,서울 중구,중구,111121,.004,.5,.072,.012,67,43
2020-04-15 16,서울 중구,중구,111121,.004,.5,.067,.014,60,41
2020-04-15 17,서울 중구,중구,111121,.004,.5,.066,.012,59,40
2020-04-15 18,서울 중구,중구,111121,.004,.5,.065,.013,50,33
2020-04-15 19,서울 중구,중구,111121,.004,.4,.058,.015,47,30
2020-04-15 20,서울 중구,중구,111121,.003,.4,.047,.019,41,25
2020-04-15 21,서울 중구,중구,111121,.003,.4,.042,.021,37,24
2020-04-15 22,서울 중구,중구,111121,.003,.4,.043,.018,35,22
2020-04-15 23,서울 중구,중구,111121,.003,.4,.031,.029,34,23
2020-04-15 24,서울 중구,중구,111121,.003,.5,.021,.04,38,25
2020-04-16 01,서울 중구,중구,111121,.003,.5,.016,.046,39,26
2020-04-16 02,서울 중구,중구,111121,.003,.5,.016,.045,41,29
2020-04-16 03,서울 중구,중구,111121,.003,.6,.027,.032,45,33
2020-04-16 04,서울 중구,중구,111121,.003,.5,.03,.027,43,32
2020-04-16 05,서울 중구,중구,111121,.003,.5,.033,.021,43,31
2020-04-16 06,서울 중구,중구,111121,.003,.5,.026,.025,43,29
2020-04-16 07,서울 중구,중구,111121,.003,.5,.017,.038,44,30
2020-04-16 08,서울 중구,중구,111121,.003,.4,.021,.033,43,27
2020-04-16 09,서울 중구,중구,111121,.003,.4,.023,.033,42,24
2020-04-16 10,서울 중구,중구,111121,.003,.6,.03,.026,40,24
2020-04-16 11,서울 중구,중구,111121,.003,.5,.029,.03,44,30
2020-04-16 12,서울 중구,중구,111121,.003,.5,.037,.026,52,32
2020-04-16 13,서울 중구,중구,111121,.003,.5,.045,.023,55,38
2020-04-16 14,서울 중구,중구,111121,.003,.5,.05,.021,52,37
2020-04-16 15,서울 중구,중구,111121,.003,.4,.053,.022,54,39
2020-04-16 16,서울 중구,중구,111121,.003,.5,.057,.022,51,35
