날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2019-05-06 06,서울 중구,중구,111121,.002,.3,.043,.008,18,5
2019-05-06 07,서울 중구,중구,111121,.003,.3,.041,.01,20,7
2019-05-06 08,서울 중구,중구,111121,.002,.3,.041,.012,21,7
2019-05-06 09,서울 중구,중구,111121,.002,.3,.046,.009,24,10
2019-05-06 10,서울 중구,중구,111121,.002,.3,.051,.008,21,9
2019-05-06 11,서울 중구,중구,111121,.002,.3,.056,.007,24,12
2019-05-06 12,서울 중구,중구,111121,.002,.3,.057,.008,24,10
2019-05-06 13,서울 중구,중구,111121,.002,.3,.058,.007,25,10
2019-05-06 14,서울 중구,중구,111121,.002,.3,.058,.008,25,12
2019-05-06 15,서울 중구,중구,111121,.003,.3,.06,.008,23,9
2019-05-06 16,서울 중구,중구,111121,.003,.3,.059,.007,22,7
2019-05-06 17,서울 중구,중구,111121,.002,.3,.059,.008,22,7
2019-05-06 18,서울 중구,중구,111121,.003,.3,.057,.01,26,7
2019-05-06 19,서울 중구,중구,111121,.003,.3,.051,.015,33,8
2019-05-06 20,서울 중구,중구,111121,.003,.3,.05,.017,36,10
2019-05-06 21,서울 중구,중구,111121,.004,.3,.044,.02,37,11
2019-05-06 22,서울 중구,중구,111121,.004,.4,.041,.021,37,9
2019-05-06 23,서울 중구,중구,111121,.003,.4,.039,.022,36,8
2019-05-06 24,서울 중구,중구,111121,.003,.4,.039,.021,36,8
2019-05-07 01,서울 중구,중구,111121,.003,.3,.045,.014,34,8
2019-05-07 02,서울 중구,중구,111121,.003,.4,.036,.021,32,8
2019-05-07 03,서울 중구,중구,111121,.003,.4,.028,.025,31,8
2019-05-07 04,서울 중구,중구,111121,.003,.4,.024,.027,31,10
2019-05-07 05,서울 중구,중구,111121,.002,.4,.024,.025,32,11
2019-05-07 06,서울 중구,중구,111121,.002,.4,.015,.035,30,10
2019-05-07 07,서울 중구,중구,111121,.003,.4,.009,.043,29,10
2019-05-07 08,서울 중구,중구,111121,.003,.6,.007,.047,35,11
2019-05-07 09,서울 중구,중구,111121,.004,.5,.012,.051,41,14
2019-05-07 10,서울 중구,중구,111121,.005,.6,.023,.047,43,15
2019-05-07 11,서울 중구,중구,111121,.005,.6,.03,.043,46,18
2019-05-07 12,서울 중구,중구,111121,.004,.7,.042,.038,47,18
2019-05-07 13,서울 중구,중구,111121,.004,.5,.062,.021,57,20
2019-05-07 14,서울 중구,중구,111121,.004,.5,.067,.019,48,15
2019-05-07 15,서울 중구,중구,111121,.005,.5,.072,.019,42,13
2019-05-07 16,서울 중구,중구,111121,.005,.5,.07,.024,43,16
2019-05-07 17,서울 중구,중구,111121,.005,.5,.072,.025,49,20
2019-05-07 18,서울 중구,중구,111121,.006,.6,.065,.032,46,19
2019-05-07 19,서울 중구,중구,111121,.005,.5,.063,.033,44,20
2019-05-07 20,서울 중구,중구,111121,.005,.5,.066,.031,44,20
2019-05-07 21,서울 중구,중구,111121,.004,.5,.057,.029,39,15
2019-05-07 22,서울 중구,중구,111121,.005,.5,.045,.035,33,16
2019-05-07 23,서울 중구,중구,111121,.004,.4,.048,.029,34,14
2019-05-07 24,서울 중구,중구,111121,.004,.4,.047,.027,31,14
2019-05-08 01,서울 중구,중구,111121,.005,.4,.048,.026,31,13
2019-05-08 02,서울 중구,중구,111121,.005,.4,.047,.026,30,14
2019-05-08 03,서울 중구,중구,111121,.005,.4,.048,.022,29,15
2019-05-08 04,서울 중구,중구,111121,.004,.4,.05,.019,27,13
2019-05-08 05,서울 중구,중구,111121,.004,.4,.04,.025,27,12
2019-05-08 06,서울 중구,중구,111121,.004,.4,.022,.041,27,13
2019-05-08 07,서울 중구,중구,111121,.005,.5,.019,.048,30,15
2019-05-08 08,서울 중구,중구,111121,.004,.5,.022,.049,31,13
2019-05-08 09,서울 중구,중구,111121,.005,.4,.033,.044,35,13
2019-05-08 10,서울 중구,중구,111121,.005,.6,.04,.038,36,13
2019-05-08 11,서울 중구,중구,111121,.005,.5,.051,.032,40,17
2019-05-08 12,서울 중구,중구,111121,.006,.5,.055,.034,44,19
2019-05-08 13,서울 중구,중구,111121,.005,.5,.074,.023,47,22
2019-05-08 14,서울 중구,중구,111121,.005,.5,.079,.021,48,21
2019-05-08 15,서울 중구,중구,111121,.005,.5,.079,.025,50,21
2019-05-08 16,서울 중구,중구,111121,.005,.5,.083,.026,52,22
2019-05-08 17,서울 중구,중구,111121,.006,.5,.076,.03,54,22
2019-05-08 18,서울 중구,중구,111121,.007,.6,.078,.03,55,23
2019-05-08 19,서울 중구,중구,111121,.006,.6,.072,.032,55,23
2019-05-08 20,서울 중구,중구,111121,.006,.6,.076,.032,57,25
2019-05-08 21,서울 중구,중구,111121,.006,.6,.067,.034,62,30
2019-05-08 22,서울 중구,중구,111121,.005,.6,.048,.044,61,28
2019-05-08 23,서울 중구,중구,111121,.004,.6,.051,.032,58,30
2019-05-08 24,서울 중구,중구,111121,.005,.6,.055,.027,52,28
2019-05-09 01,서울 중구,중구,111121,.005,.6,.052,.026,51,24
2019-05-09 02,서울 중구,중구,111121,.005,.6,.046,.027,54,26
2019-05-09 03,서울 중구,중구,111121,.005,.6,.051,.018,55,28
2019-05-09 04,서울 중구,중구,111121,.004,.6,.046,.021,50,25
2019-05-09 05,서울 중구,중구,111121,.005,.6,.049,.018,48,25
2019-05-09 06,서울 중구,중구,111121,.005,.5,.04,.026,48,25
2019-05-09 07,서울 중구,중구,111121,.005,.5,.035,.032,47,24
2019-05-09 08,서울 중구,중구,111121,.005,.7,.037,.039,43,21
2019-05-09 09,서울 중구,중구,111121,.005,.7,.038,.041,37,18
2019-05-09 10,서울 중구,중구,111121,.005,.8,.036,.046,39,18
2019-05-09 11,서울 중구,중구,111121,.006,.6,.043,.041,43,21
2019-05-09 12,서울 중구,중구,111121,.005,.4,.052,.032,37,16
2019-05-09 13,서울 중구,중구,111121,.005,.4,.059,.027,35,14
2019-05-09 14,서울 중구,중구,111121,.005,.4,.066,.025,37,15
2019-05-09 15,서울 중구,중구,111121,.005,.4,.067,.026,37,15
2019-05-09 16,서울 중구,중구,111121,.004,.4,.069,.026,35,14
2019-05-09 17,서울 중구,중구,111121,.005,.4,.065,.03,34,14
2019-05-09 18,서울 중구,중구,111121,.004,.5,.057,.035,38,16
2019-05-09 19,서울 중구,중구,111121,.004,.3,.053,.032,41,14
2019-05-09 20,서울 중구,중구,111121,.004,.4,.044,.039,25,14
2019-05-09 21,서울 중구,중구,111121,.005,.4,.039,.043,29,16
2019-05-09 22,서울 중구,중구,111121,.005,.4,.04,.041,29,15
2019-05-09 23,서울 중구,중구,111121,.004,.4,.046,.033,26,15
2019-05-09 24,서울 중구,중구,111121,.004,.4,.038,.037,28,14
2019-05-10 01,서울 중구,중구,111121,.004,.5,.029,.042,35,18
2019-05-10 02,서울 중구,중구,111121,.004,.5,.023,.043,38,21
2019-05-10 03,서울 중구,중구,111121,.004,.5,.017,.043,43,24
2019-05-10 04,서울 중구,중구,111121,.004,.5,.014,.04,43,26
2019-05-10 05,서울 중구,중구,111121,.004,.5,.017,.035,46,28
2019-05-10 06,서울 중구,중구,111121,.004,.5,.007,.044,45,29
2019-05-10 07,서울 중구,중구,111121,.004,.6,.005,.046,48,30
2019-05-10 08,서울 중구,중구,111121,.004,.6,.011,.05,40,22
2019-05-10 09,서울 중구,중구,111121,.004,.6,.017,.049,42,23
2019-05-10 10,서울 중구,중구,111121,.005,.7,.027,.055,54,23
2019-05-10 11,서울 중구,중구,111121,.005,.6,.044,.052,56,27
2019-05-10 12,서울 중구,중구,111121,.005,.6,.048,.054,59,31
2019-05-10 13,서울 중구,중구,111121,.005,.6,.049,.058,69,36
2019-05-10 14,서울 중구,중구,111121,.005,.6,.082,.04,92,36
2019-05-10 15,서울 중구,중구,111121,.005,.6,.112,.029,83,46
2019-05-10 16,서울 중구,중구,111121,.006,.5,.123,.022,86,43
2019-05-10 17,서울 중구,중구,111121,.005,.5,.103,.021,85,41
2019-05-10 18,서울 중구,중구,111121,.004,.5,.082,.022,62,31
2019-05-10 19,서울 중구,중구,111121,.004,.5,.074,.03,52,26
2019-05-10 20,서울 중구,중구,111121,.004,.5,.071,.031,46,23
2019-05-10 21,서울 중구,중구,111121,.003,.5,.056,.038,40,22
2019-05-10 22,서울 중구,중구,111121,.004,.5,.047,.041,42,22
2019-05-10 23,서울 중구,중구,111121,.004,.5,.047,.036,38,21
2019-05-10 24,서울 중구,중구,111121,.003,.5,.049,.034,37,21
2019-05-11 01,서울 중구,중구,111121,.004,.5,.039,.045,40,24
2019-05-11 02,서울 중구,중구,111121,.003,.5,.035,.044,37,23
2019-05-11 03,서울 중구,중구,111121,.003,.7,.014,.055,38,24
2019-05-11 04,서울 중구,중구,111121,.003,.7,.011,.052,40,25
2019-05-11 05,서울 중구,중구,111121,.003,.7,.007,.06,43,26
2019-05-11 06,서울 중구,중구,111121,.004,.6,.009,.055,48,31
2019-05-11 07,서울 중구,중구,111121,.006,.6,.009,.052,51,33
2019-05-11 08,서울 중구,중구,111121,.01,.6,.012,.053,59,38
2019-05-11 09,서울 중구,중구,111121,.009,.7,.016,.059,61,40
2019-05-11 10,서울 중구,중구,111121,.007,.7,.025,.06,60,36
2019-05-11 11,서울 중구,중구,111121,.006,.7,.032,.063,68,39
2019-05-11 12,서울 중구,중구,111121,.006,.7,.039,.062,73,38
2019-05-11 13,서울 중구,중구,111121,.006,.6,.07,.039,73,34
2019-05-11 14,서울 중구,중구,111121,.006,.5,.092,.026,70,32
2019-05-11 15,서울 중구,중구,111121,.006,.5,.091,.033,69,30
2019-05-11 16,서울 중구,중구,111121,.007,.6,.076,.04,74,38
2019-05-11 17,서울 중구,중구,111121,.005,.5,.089,.026,62,31
2019-05-11 18,서울 중구,중구,111121,.004,.4,.096,.019,61,30
2019-05-11 19,서울 중구,중구,111121,.004,.5,.081,.028,54,28
2019-05-11 20,서울 중구,중구,111121,.004,.5,.056,.046,57,28
2019-05-11 21,서울 중구,중구,111121,.004,.5,.033,.053,52,25
2019-05-11 22,서울 중구,중구,111121,.003,.4,.041,.04,38,17
2019-05-11 23,서울 중구,중구,111121,.004,.4,.039,.039,33,15
2019-05-11 24,서울 중구,중구,111121,.003,.4,.023,.05,26,14
2019-05-12 01,서울 중구,중구,111121,.003,.5,.009,.062,27,15
2019-05-12 02,서울 중구,중구,111121,.003,.5,.013,.053,30,17
2019-05-12 03,서울 중구,중구,111121,.003,.5,.011,.053,29,18
2019-05-12 04,서울 중구,중구,111121,.004,.6,.009,.059,30,17
2019-05-12 05,서울 중구,중구,111121,.004,.5,.017,.043,33,19
2019-05-12 06,서울 중구,중구,111121,.003,.6,.011,.045,35,23
2019-05-12 07,서울 중구,중구,111121,.003,.7,.01,.05,49,29
2019-05-12 08,서울 중구,중구,111121,.004,.6,.017,.05,51,30
2019-05-12 09,서울 중구,중구,111121,.004,.5,.04,.034,45,25
2019-05-12 10,서울 중구,중구,111121,.003,.5,.054,.024,39,24
2019-05-12 11,서울 중구,중구,111121,.004,.5,.06,.023,37,22
2019-05-12 12,서울 중구,중구,111121,.004,.5,.064,.03,38,26
2019-05-12 13,서울 중구,중구,111121,.004,.5,.081,.026,40,29
2019-05-12 14,서울 중구,중구,111121,.004,.5,.099,.024,45,30
2019-05-12 15,서울 중구,중구,111121,.004,.5,.116,.021,54,35
2019-05-12 16,서울 중구,중구,111121,.004,.5,.121,.026,52,33
2019-05-12 17,서울 중구,중구,111121,.006,.5,.116,.034,59,41
2019-05-12 18,서울 중구,중구,111121,.007,.6,.119,.034,73,47
2019-05-12 19,서울 중구,중구,111121,.009,.7,.108,.041,73,44
2019-05-12 20,서울 중구,중구,111121,.009,.8,.082,.05,72,41
2019-05-12 21,서울 중구,중구,111121,.009,.8,.072,.046,66,40
2019-05-12 22,서울 중구,중구,111121,.007,.7,.071,.043,57,36
2019-05-12 23,서울 중구,중구,111121,.006,.6,.063,.042,50,32
2019-05-12 24,서울 중구,중구,111121,.005,.7,.024,.072,45,28
2019-05-13 01,서울 중구,중구,111121,.005,.7,.023,.065,45,29
2019-05-13 02,서울 중구,중구,111121,.005,.7,.017,.061,44,31
2019-05-13 03,서울 중구,중구,111121,.005,.8,.006,.079,47,32
2019-05-13 04,서울 중구,중구,111121,.005,.8,.007,.071,43,29
2019-05-13 05,서울 중구,중구,111121,.006,.7,.012,.064,43,30
2019-05-13 06,서울 중구,중구,111121,.006,.7,.014,.059,44,29
2019-05-13 07,서울 중구,중구,111121,.006,.7,.008,.067,44,29
2019-05-13 08,서울 중구,중구,111121,.006,.9,.009,.068,46,29
2019-05-13 09,서울 중구,중구,111121,.006,.8,.023,.069,53,36
2019-05-13 10,서울 중구,중구,111121,.007,.9,.034,.064,53,35
2019-05-13 11,서울 중구,중구,111121,.006,.8,.025,.073,58,36
2019-05-13 12,서울 중구,중구,111121,.006,.7,.025,.071,64,36
2019-05-13 13,서울 중구,중구,111121,.006,.6,.054,.046,53,34
2019-05-13 14,서울 중구,중구,111121,.007,.6,.05,.055,52,33
2019-05-13 15,서울 중구,중구,111121,.008,.6,.046,.061,68,39
2019-05-13 16,서울 중구,중구,111121,.007,.5,.065,.045,61,34
2019-05-13 17,서울 중구,중구,111121,.005,.5,.067,.034,47,25
2019-05-13 18,서울 중구,중구,111121,.004,.5,.063,.033,42,23
2019-05-13 19,서울 중구,중구,111121,.004,.4,.052,.037,44,25
2019-05-13 20,서울 중구,중구,111121,.004,.4,.064,.02,48,24
2019-05-13 21,서울 중구,중구,111121,.003,.4,.061,.018,35,23
2019-05-13 22,서울 중구,중구,111121,.003,.4,.061,.017,32,21
2019-05-13 23,서울 중구,중구,111121,.003,.3,.063,.014,25,15
2019-05-13 24,서울 중구,중구,111121,.003,.3,.061,.015,20,14
2019-05-14 01,서울 중구,중구,111121,.003,.3,.059,.016,21,14
2019-05-14 02,서울 중구,중구,111121,.002,.4,.049,.02,22,15
2019-05-14 03,서울 중구,중구,111121,.002,.4,.049,.019,22,14
2019-05-14 04,서울 중구,중구,111121,.003,.4,.043,.021,22,15
2019-05-14 05,서울 중구,중구,111121,.002,.4,.03,.03,22,18
2019-05-14 06,서울 중구,중구,111121,.002,.5,.022,.037,23,16
2019-05-14 07,서울 중구,중구,111121,.002,.5,.011,.049,25,17
2019-05-14 08,서울 중구,중구,111121,.003,.5,.01,.054,28,17
2019-05-14 09,서울 중구,중구,111121,.003,.5,.021,.048,36,23
2019-05-14 10,서울 중구,중구,111121,.003,.5,.037,.04,29,17
2019-05-14 11,서울 중구,중구,111121,.004,.5,.05,.034,29,19
2019-05-14 12,서울 중구,중구,111121,.004,.4,.062,.028,32,22
2019-05-14 13,서울 중구,중구,111121,.005,.4,.065,.027,33,21
2019-05-14 14,서울 중구,중구,111121,.005,.5,.078,.035,36,24
2019-05-14 15,서울 중구,중구,111121,.005,.5,.109,.03,41,30
2019-05-14 16,서울 중구,중구,111121,.007,.5,.099,.026,49,35
2019-05-14 17,서울 중구,중구,111121,.011,.5,.077,.027,50,38
2019-05-14 18,서울 중구,중구,111121,.011,.4,.069,.026,55,41
2019-05-14 19,서울 중구,중구,111121,.008,.4,.066,.027,48,37
2019-05-14 20,서울 중구,중구,111121,.008,.4,.053,.028,44,35
2019-05-14 21,서울 중구,중구,111121,.006,.4,.042,.035,44,38
2019-05-14 22,서울 중구,중구,111121,.005,.4,.034,.038,48,33
2019-05-14 23,서울 중구,중구,111121,.005,.5,.024,.045,41,32
2019-05-14 24,서울 중구,중구,111121,.005,.6,.004,.062,43,31
2019-05-15 01,서울 중구,중구,111121,.004,.6,.007,.059,50,32
2019-05-15 02,서울 중구,중구,111121,.004,.5,.015,.043,53,35
2019-05-15 03,서울 중구,중구,111121,.003,.4,.032,.023,63,35
2019-05-15 04,서울 중구,중구,111121,.004,.4,.029,.023,47,31
2019-05-15 05,서울 중구,중구,111121,.004,.4,.034,.019,43,30
2019-05-15 06,서울 중구,중구,111121,.004,.4,.019,.033,39,30
2019-05-15 07,서울 중구,중구,111121,.004,.5,.007,.046,43,33
2019-05-15 08,서울 중구,중구,111121,.004,.6,.008,.05,50,36
2019-05-15 09,서울 중구,중구,111121,.005,.6,.015,.051,56,40
2019-05-15 10,서울 중구,중구,111121,.005,.7,.021,.057,56,38
2019-05-15 11,서울 중구,중구,111121,.005,.7,.028,.055,55,37
2019-05-15 12,서울 중구,중구,111121,.005,.6,.051,.042,58,38
2019-05-15 13,서울 중구,중구,111121,.004,.5,.058,.039,59,36
2019-05-15 14,서울 중구,중구,111121,.005,.5,.066,.036,55,33
2019-05-15 15,서울 중구,중구,111121,.008,.6,.105,.038,60,34
2019-05-15 16,서울 중구,중구,111121,,,,,,
2019-05-15 17,서울 중구,중구,111121,,,,,,
2019-05-15 18,서울 중구,중구,111121,.005,.6,.097,.03,,
2019-05-15 19,서울 중구,중구,111121,.005,.6,.079,.036,67,43
2019-05-15 20,서울 중구,중구,111121,.004,.5,.054,.038,60,39
2019-05-15 21,서울 중구,중구,111121,.004,.5,.056,.03,54,32
2019-05-15 22,서울 중구,중구,111121,.003,.4,.06,.028,56,30
2019-05-15 23,서울 중구,중구,111121,.003,.5,.043,.042,62,31
2019-05-15 24,서울 중구,중구,111121,.003,.5,.039,.04,64,31
2019-05-16 01,서울 중구,중구,111121,.003,.6,.017,.058,66,33
2019-05-16 02,서울 중구,중구,111121,.003,.7,.022,.051,62,35
2019-05-16 03,서울 중구,중구,111121,.003,.7,.025,.045,63,39
2019-05-16 04,서울 중구,중구,111121,.003,.6,.028,.034,63,39
2019-05-16 05,서울 중구,중구,111121,.003,.7,.019,.041,60,42
2019-05-16 06,서울 중구,중구,111121,.003,.6,.016,.042,66,42
2019-05-16 07,서울 중구,중구,111121,.003,.7,.012,.05,67,43
2019-05-16 08,서울 중구,중구,111121,.004,.8,.011,.058,71,44
2019-05-16 09,서울 중구,중구,111121,.004,.8,.017,.064,85,52
2019-05-16 10,서울 중구,중구,111121,.004,.7,.048,.044,86,53
2019-05-16 11,서울 중구,중구,111121,.003,.6,.057,.032,59,42
2019-05-16 12,서울 중구,중구,111121,.004,.5,.068,.031,51,36
2019-05-16 13,서울 중구,중구,111121,.004,.6,.061,.04,51,35
2019-05-16 14,서울 중구,중구,111121,.004,.5,.106,.028,52,37
2019-05-16 15,서울 중구,중구,111121,.005,.4,.105,.027,57,42
2019-05-16 16,서울 중구,중구,111121,.004,.4,.093,.021,42,29
