날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5
2019-04-01 01,서울 중구,중구,111121,.002,.4,.037,.022,27,16
2019-04-01 02,서울 중구,중구,111121,.003,.4,.037,.021,25,15
2019-04-01 03,서울 중구,중구,111121,.003,.4,.041,.016,23,13
2019-04-01 04,서울 중구,중구,111121,.002,.5,.03,.025,22,12
2019-04-01 05,서울 중구,중구,111121,.002,.4,.032,.023,23,12
2019-04-01 06,서울 중구,중구,111121,.002,.4,.022,.033,21,11
2019-04-01 07,서울 중구,중구,111121,.002,.4,.018,.035,21,9
2019-04-01 08,서울 중구,중구,111121,.002,.4,.026,.027,20,10
2019-04-01 09,서울 중구,중구,111121,.003,.4,.031,.022,21,14
2019-04-01 10,서울 중구,중구,111121,.003,.3,.038,.018,23,11
2019-04-01 11,서울 중구,중구,111121,.003,.3,.049,.01,21,10
2019-04-01 12,서울 중구,중구,111121,.002,.3,.052,.009,18,10
2019-04-01 13,서울 중구,중구,111121,.003,.3,.053,.008,17,9
2019-04-01 14,서울 중구,중구,111121,.002,.3,.055,.008,20,10
2019-04-01 15,서울 중구,중구,111121,.002,.3,.052,.012,22,11
2019-04-01 16,서울 중구,중구,111121,.003,.3,.052,.013,22,11
2019-04-01 17,서울 중구,중구,111121,.003,.3,.053,.011,24,11
2019-04-01 18,서울 중구,중구,111121,.003,.4,.052,.013,20,9
2019-04-01 19,서울 중구,중구,111121,.003,.4,.05,.016,21,10
2019-04-01 20,서울 중구,중구,111121,.003,.4,.04,.026,21,11
2019-04-01 21,서울 중구,중구,111121,.003,.4,.042,.024,22,13
2019-04-01 22,서울 중구,중구,111121,.003,.4,.042,.023,22,11
2019-04-01 23,서울 중구,중구,111121,.003,.4,.037,.027,23,12
2019-04-01 24,서울 중구,중구,111121,.002,.4,.033,.029,22,10
2019-04-02 01,서울 중구,중구,111121,.003,.4,.026,.031,25,12
2019-04-02 02,서울 중구,중구,111121,.002,.5,.02,.036,23,11
2019-04-02 03,서울 중구,중구,111121,.003,.5,.018,.036,25,12
2019-04-02 04,서울 중구,중구,111121,.003,.5,.016,.038,24,12
2019-04-02 05,서울 중구,중구,111121,.003,.5,.014,.04,23,14
2019-04-02 06,서울 중구,중구,111121,.003,.6,.004,.053,25,15
2019-04-02 07,서울 중구,중구,111121,.003,.6,.002,.053,28,16
